userid,username,forumid,most_active_forum
6869,RaZe,171,"Virtual Carding"
13838,Nephry,234,Injections
6863,woodlouse,249,Offtopic
6856,favorite,NULL,NULL
6853,meayoz,NULL,NULL
6851,Morgoth,216,Searching
6850,3D,181,"Zahlungsmethoden und Cashout"
6846,jensmaul,181,"Zahlungsmethoden und Cashout"
6842,"Der User",NULL,NULL
6840,Daveyo,181,"Zahlungsmethoden und Cashout"
6839,swsbk,183,Diskussionen
6838,Dr.med.den.Rasen,182,"Die Fragen der Neulinge"
6835,jandf,NULL,NULL
6834,Schpeidaman,216,Searching
6833,root,209,Carding/Instorecarding
6830,Sector9,216,Searching
6829,levision,183,Diskussionen
6826,paranoidus,NULL,NULL
6822,S3RB31,189,Tutorials
6819,Boglu55,181,"Zahlungsmethoden und Cashout"
6816,B4N3,NULL,NULL
6815,PanCake,182,"Die Fragen der Neulinge"
6813,Störtebeker,181,"Zahlungsmethoden und Cashout"
6807,NEA,222,"Sonstige Accounts"
6806,affenprinz,212,"Services / Setup"
6804,thibo,189,Tutorials
6803,gigu,226,"Support / Kritik / Verbesserungsvorschläge"
6792,energieee,181,"Zahlungsmethoden und Cashout"
6791,KTV,183,Diskussionen
6790,HaPix,188,Vorstellungen
6789,Arman,214,"Drops / Packstation"
6788,D!ke,182,"Die Fragen der Neulinge"
6785,Six_By_Seven,181,"Zahlungsmethoden und Cashout"
6784,egoist,251,Sonstiges
6783,benni16,183,Diskussionen
6782,ai,171,"Virtual Carding"
6778,C3PO,NULL,NULL
6777,P5N,181,"Zahlungsmethoden und Cashout"
6769,Mr.Verballert,181,"Zahlungsmethoden und Cashout"
6763,DeXTorix,182,"Die Fragen der Neulinge"
6762,BiGBiLL,204,"English Main"
6759,hacktainer,215,"Tools / Malware"
6758,IceMan91,221,"Warez Accounts"
6757,zocker,209,Carding/Instorecarding
6756,bam138,NULL,NULL
6755,Blackpit,NULL,NULL
6754,ragal,170,"All about Fraud"
6752,worldww3,204,"English Main"
6748,amok202,NULL,NULL
6747,slaky,196,"Nachrichten Germany"
6738,hack0r,216,Searching
6735,theex,212,"Services / Setup"
6734,pukker,182,"Die Fragen der Neulinge"
6733,dmzhellgate,212,"Services / Setup"
6725,ottoman92,183,Diskussionen
6724,d-signed,189,Tutorials
6723,katze4711,183,Diskussionen
6722,DopeY,NULL,NULL
6717,Darknorant,181,"Zahlungsmethoden und Cashout"
6716,moislo,NULL,NULL
6714,Delaja,181,"Zahlungsmethoden und Cashout"
6710,dragon2k9,216,Searching
6709,ConsistenX,NULL,NULL
6707,Pokey01,188,Vorstellungen
6706,ibeat,NULL,NULL
6703,haribo,NULL,NULL
6702,Fire-Hood,216,Searching
6699,bleistift,NULL,NULL
6698,chapter81,181,"Zahlungsmethoden und Cashout"
6692,Jibbertripo,181,"Zahlungsmethoden und Cashout"
6688,0ptik,211,"Goods / Drugs / Self Defense"
6686,Hellfire2k,182,"Die Fragen der Neulinge"
6684,stormy,220,"Gaming Accounts"
6679,TAPS,NULL,NULL
6678,D4rkStyle,212,"Services / Setup"
6676,B4S1C,182,"Die Fragen der Neulinge"
6675,t0b1,238,Trojaner
6674,chris29,181,"Zahlungsmethoden und Cashout"
6672,burningdiary,189,Tutorials
6669,pak,216,Searching
6667,Firehacker,196,"Nachrichten Germany"
6666,turb0julz,181,"Zahlungsmethoden und Cashout"
6665,krause515,183,Diskussionen
6662,Crazyl00p,171,"Virtual Carding"
6661,DMTH,182,"Die Fragen der Neulinge"
6660,JayJay,182,"Die Fragen der Neulinge"
6656,Hannez,181,"Zahlungsmethoden und Cashout"
6653,GOD,189,Tutorials
6652,YukaKing,NULL,NULL
6651,Pizzajunge,NULL,NULL
6650,Taranis,NULL,NULL
6649,RedRabe,181,"Zahlungsmethoden und Cashout"
6647,TriggerTravis,183,Diskussionen
6645,TamCore,182,"Die Fragen der Neulinge"
6643,MeMp,181,"Zahlungsmethoden und Cashout"
6640,kIrBy,NULL,NULL
6634,Flöp,182,"Die Fragen der Neulinge"
6633,Jonko,183,Diskussionen
6632,ReduX,237,"Phreaking / Lockpicking"
6623,IceCube,188,Vorstellungen
6622,ecize,181,"Zahlungsmethoden und Cashout"
6621,wowmeacc,NULL,NULL
6620,XuXuX,181,"Zahlungsmethoden und Cashout"
6617,KING_TURKEY,196,"Nachrichten Germany"
6614,Kotek,189,Tutorials
6613,ghost788,189,Tutorials
6606,Spyterm,181,"Zahlungsmethoden und Cashout"
6602,freaky3,181,"Zahlungsmethoden und Cashout"
6601,Ketchup,181,"Zahlungsmethoden und Cashout"
6595,ThreexCP,182,"Die Fragen der Neulinge"
6593,fR3aKy,183,Diskussionen
6592,landsbaer,189,Tutorials
6589,trokiano,189,Tutorials
6582,Kolera,189,Tutorials
6581,niceOne,211,"Goods / Drugs / Self Defense"
6580,Pasion,181,"Zahlungsmethoden und Cashout"
6578,ch0sen,181,"Zahlungsmethoden und Cashout"
6577,johnnymotor,211,"Goods / Drugs / Self Defense"
6574,"DaVe ^_^",182,"Die Fragen der Neulinge"
6571,Bobbysiiiiiick,209,Carding/Instorecarding
16492,Seelenbrecher,219,"VPN/ Proxies"
6568,Ikarus,NULL,NULL
6567,someone13,238,Trojaner
6564,DonTronDK,221,"Warez Accounts"
6558,HijackThis,222,"Sonstige Accounts"
6557,Terrible,182,"Die Fragen der Neulinge"
6555,#acy,196,"Nachrichten Germany"
6550,aim9r,193,"Social Engeneering"
6547,sedriss,181,"Zahlungsmethoden und Cashout"
6546,Tsunami,NULL,NULL
6545,tr1cky,NULL,NULL
6543,Sianzo,181,"Zahlungsmethoden und Cashout"
6539,Fr34k,181,"Zahlungsmethoden und Cashout"
6537,hefalump,NULL,NULL
6536,spiterr,222,"Sonstige Accounts"
6526,saxxo,181,"Zahlungsmethoden und Cashout"
6524,"vw 411",181,"Zahlungsmethoden und Cashout"
6521,ceuiz,182,"Die Fragen der Neulinge"
6518,MistaMicha,182,"Die Fragen der Neulinge"
6515,junge,216,Searching
6511,Braincerz,181,"Zahlungsmethoden und Cashout"
6507,x220,182,"Die Fragen der Neulinge"
6504,Smooorn,181,"Zahlungsmethoden und Cashout"
6503,BEKO41,216,Searching
6502,Imadj,189,Tutorials
6500,Psych,216,Searching
6495,Saitex,182,"Die Fragen der Neulinge"
6490,devildeath,249,Offtopic
6488,dergeldmacher,183,Diskussionen
6485,Nobody0,270,"CC's / Identification / Dumps"
6483,Deus2210,196,"Nachrichten Germany"
6469,phantom,182,"Die Fragen der Neulinge"
6468,aikon,183,Diskussionen
6466,.net,182,"Die Fragen der Neulinge"
6465,Testosteron,189,Tutorials
6460,bjoerni,251,Sonstiges
6457,devil2982,NULL,NULL
6454,"Ice Cube",NULL,NULL
6447,Nekromis,221,"Warez Accounts"
6444,Bit3,189,Tutorials
6443,naic0n,211,"Goods / Drugs / Self Defense"
6442,SUPERIOR,216,Searching
6438,G187,NULL,NULL
6437,m3xXx,NULL,NULL
6436,DrKrabbe,189,Tutorials
6434,Kaiser911,181,"Zahlungsmethoden und Cashout"
6432,GrimE,189,Tutorials
6429,gameboy,181,"Zahlungsmethoden und Cashout"
6422,thenoob,NULL,NULL
6420,Hackmanedi,209,Carding/Instorecarding
6415,Fact0rX,216,Searching
6410,Cleriker,249,Offtopic
6406,pandemie,183,Diskussionen
6404,gorillaman,188,Vorstellungen
6402,heisenberg,196,"Nachrichten Germany"
6401,Kuh,216,Searching
6399,Johnzen84,181,"Zahlungsmethoden und Cashout"
6398,kikibold,219,"VPN/ Proxies"
6397,Loptr,181,"Zahlungsmethoden und Cashout"
6396,F1R4T,189,Tutorials
6395,superman123456,181,"Zahlungsmethoden und Cashout"
6392,"Wasted Youth",182,"Die Fragen der Neulinge"
16474,tigger123,188,Vorstellungen
6390,PeRl,181,"Zahlungsmethoden und Cashout"
6388,asus,329,"Newbie Searching"
6382,br0k.,212,"Services / Setup"
6381,Senfi,215,"Tools / Malware"
6380,SuperWalker,181,"Zahlungsmethoden und Cashout"
6378,Killer,216,Searching
6375,firepwnd,232,"Pay TV / Onlineradio"
6373,NAPALM,174,Paymentsystems
6365,"Clit licker",181,"Zahlungsmethoden und Cashout"
6364,falcon,216,Searching
6363,Smokealot,216,Searching
6359,al.mighty,183,Diskussionen
6350,trpin,211,"Goods / Drugs / Self Defense"
6346,TUNNY,183,Diskussionen
6345,PS-Freak-Ger,181,"Zahlungsmethoden und Cashout"
6338,WerderBremen,181,"Zahlungsmethoden und Cashout"
6336,sliver,181,"Zahlungsmethoden und Cashout"
6335,marrs1,182,"Die Fragen der Neulinge"
6331,stilo2000,183,Diskussionen
6330,DocMorris,181,"Zahlungsmethoden und Cashout"
6328,Biber,182,"Die Fragen der Neulinge"
6318,Klempner,196,"Nachrichten Germany"
6316,CeeK,211,"Goods / Drugs / Self Defense"
6306,Hacko1945,182,"Die Fragen der Neulinge"
6298,s4pPh!r3,181,"Zahlungsmethoden und Cashout"
6296,ChrisXPS,196,"Nachrichten Germany"
6293,Sc4mz.com,171,"Virtual Carding"
6292,Seller80,NULL,NULL
6291,Invisible_K,172,"Real Carding"
6289,danarik,270,"CC's / Identification / Dumps"
6288,DefenderBs,193,"Social Engeneering"
6281,p0rn0muff1n,181,"Zahlungsmethoden und Cashout"
6280,St4n,181,"Zahlungsmethoden und Cashout"
6279,DaFa,212,"Services / Setup"
6276,Anaconda,NULL,NULL
6275,StiX01,NULL,NULL
6271,Peiniger,214,"Drops / Packstation"
6270,tagtog,171,"Virtual Carding"
6268,ichunddu,221,"Warez Accounts"
6260,loOk,182,"Die Fragen der Neulinge"
6258,Peon,NULL,NULL
6247,*HIV*,171,"Virtual Carding"
6238,UserID1,181,"Zahlungsmethoden und Cashout"
6236,happy,181,"Zahlungsmethoden und Cashout"
6235,HustlaR,216,Searching
6234,lucifer1987,220,"Gaming Accounts"
6231,Cornelsen,181,"Zahlungsmethoden und Cashout"
6222,nevez2000,182,"Die Fragen der Neulinge"
6217,shorty23,173,"Identification &amp; Documents"
6215,larifka,181,"Zahlungsmethoden und Cashout"
6211,NYX,182,"Die Fragen der Neulinge"
6206,crazzu,181,"Zahlungsmethoden und Cashout"
6205,tryit,183,Diskussionen
6201,logired,212,"Services / Setup"
6199,njealde2005,183,Diskussionen
6196,pwned,181,"Zahlungsmethoden und Cashout"
6189,PE4,181,"Zahlungsmethoden und Cashout"
6188,cR4zy,182,"Die Fragen der Neulinge"
6186,iShorty,181,"Zahlungsmethoden und Cashout"
6182,jjgoesrage,188,Vorstellungen
6180,rich91,181,"Zahlungsmethoden und Cashout"
6179,Metti,181,"Zahlungsmethoden und Cashout"
6172,Phamo,181,"Zahlungsmethoden und Cashout"
6169,Agent-Schami,182,"Die Fragen der Neulinge"
6168,carder_carder,181,"Zahlungsmethoden und Cashout"
6165,oC-xRaY,211,"Goods / Drugs / Self Defense"
6159,AlphageneCL,216,Searching
6157,N!ght,181,"Zahlungsmethoden und Cashout"
6156,Arodus,188,Vorstellungen
6155,R4z,216,Searching
6154,webmoney,174,Paymentsystems
6153,ZEL0S,169,"About Forum - News"
6152,FakeBaba,181,"Zahlungsmethoden und Cashout"
6150,Systek,193,"Social Engeneering"
16444,5p33dy,NULL,NULL
6147,K34nu,183,Diskussionen
6146,ko-un,182,"Die Fragen der Neulinge"
6145,KillerDick,211,"Goods / Drugs / Self Defense"
6143,binglly,181,"Zahlungsmethoden und Cashout"
6140,rio221982,171,"Virtual Carding"
6138,lilplayer51,188,Vorstellungen
6137,addy1200,181,"Zahlungsmethoden und Cashout"
6131,gf0x,182,"Die Fragen der Neulinge"
6128,hexad.,182,"Die Fragen der Neulinge"
6123,Blackmamba,181,"Zahlungsmethoden und Cashout"
6122,teetuete,181,"Zahlungsmethoden und Cashout"
6120,Outlaw158,183,Diskussionen
6117,nworb44,NULL,NULL
6115,aeiko,181,"Zahlungsmethoden und Cashout"
6113,PitBuLL13,183,Diskussionen
6112,Quik_Silver,216,Searching
6109,warkid,181,"Zahlungsmethoden und Cashout"
6108,verik,171,"Virtual Carding"
6106,valentino,193,"Social Engeneering"
6097,smokingteddy,216,Searching
6096,Beekay,171,"Virtual Carding"
6089,Iceburg,171,"Virtual Carding"
6088,firemoder,189,Tutorials
6086,Batman,171,"Virtual Carding"
6085,angeldust,189,Tutorials
6080,knowledge,172,"Real Carding"
6078,Alpha21,189,Tutorials
6075,Janus,170,"All about Fraud"
6069,zzzzci,173,"Identification &amp; Documents"
6065,DoeJoe,NULL,NULL
6062,mR.bUGSY,181,"Zahlungsmethoden und Cashout"
6053,Adrenalin,216,Searching
6046,makko,182,"Die Fragen der Neulinge"
6040,blackbot,182,"Die Fragen der Neulinge"
6039,Salax,182,"Die Fragen der Neulinge"
6036,Goofy91,182,"Die Fragen der Neulinge"
6032,hacker_seller,203,"Virtual creditcard (Cvv)"
6031,mastercrewster,181,"Zahlungsmethoden und Cashout"
6029,Jaksa,209,Carding/Instorecarding
6028,VexXxeR,252,Crypter/Packer/Binder
6026,mopedfahrer,181,"Zahlungsmethoden und Cashout"
6025,p5800,196,"Nachrichten Germany"
6024,lioniuks,NULL,NULL
6022,Razade,183,Diskussionen
6020,Basquash!,209,Carding/Instorecarding
6016,C.Hat,NULL,NULL
6012,VirtualRAin,174,Paymentsystems
6011,pokus,209,Carding/Instorecarding
6010,terminiert,181,"Zahlungsmethoden und Cashout"
6006,dOncRiMe,181,"Zahlungsmethoden und Cashout"
6004,Conflict,222,"Sonstige Accounts"
6003,skimmbeam,181,"Zahlungsmethoden und Cashout"
6002,Sullysefil,NULL,NULL
6001,Raiden,211,"Goods / Drugs / Self Defense"
5998,Jok3r116,171,"Virtual Carding"
5995,Hirntot,NULL,NULL
5994,m1nd,171,"Virtual Carding"
5993,TheBankManager,203,"Virtual creditcard (Cvv)"
5992,x1337,182,"Die Fragen der Neulinge"
5991,WeedMaster,183,Diskussionen
5990,CCCPMikke,NULL,NULL
5989,skimz,NULL,NULL
5987,Shorter,171,"Virtual Carding"
5985,muruk2009,181,"Zahlungsmethoden und Cashout"
5983,White.Black,209,Carding/Instorecarding
5981,berg2010,181,"Zahlungsmethoden und Cashout"
5980,CCowner,182,"Die Fragen der Neulinge"
5979,n9x,314,"Marktplatz Archiv"
5977,Cerberus,182,"Die Fragen der Neulinge"
5974,TwixXx,219,"VPN/ Proxies"
5973,Hackbook,NULL,NULL
5972,Crunshy,216,Searching
5971,aggroberlin132,182,"Die Fragen der Neulinge"
5970,Dvl,212,"Services / Setup"
5969,W33T,211,"Goods / Drugs / Self Defense"
5965,sainttropez123,171,"Virtual Carding"
5964,willy,171,"Virtual Carding"
5963,kdkdkd,189,Tutorials
5962,Tropper,216,Searching
5961,jokajoka,181,"Zahlungsmethoden und Cashout"
5959,soldier16,215,"Tools / Malware"
5958,Stonekeeper,NULL,NULL
5957,Killerzone,216,Searching
5956,pewpew,172,"Real Carding"
5954,Kaktusknecht,NULL,NULL
5953,Kuku,181,"Zahlungsmethoden und Cashout"
5950,w00dka1337,209,Carding/Instorecarding
5949,C00ki3,NULL,NULL
5948,.m4xi,NULL,NULL
5947,psychosomasis,183,Diskussionen
5946,Hit7,189,Tutorials
5945,Saw27,209,Carding/Instorecarding
5944,RAzoR261,NULL,NULL
5943,Goldfisch,313,"Allgemeines Archiv"
5942,RedBull,181,"Zahlungsmethoden und Cashout"
5941,cens0red,203,"Virtual creditcard (Cvv)"
5940,GreenLantern,181,"Zahlungsmethoden und Cashout"
5939,ALCHIMIST,206,"Online banking logins"
5937,Luna1nc,224,"Payment Accounts + CC's"
5936,brutal14u,216,Searching
5935,zzagalo,246,"Software &amp; OS"
5933,cheatfreak,181,"Zahlungsmethoden und Cashout"
5932,"Hans Peter",196,"Nachrichten Germany"
5931,ELEKTRO,181,"Zahlungsmethoden und Cashout"
5930,DjLee,216,Searching
5929,ArmageDDon,NULL,NULL
5927,paypalcvv.com,NULL,NULL
5926,saveacc,216,Searching
5925,Blacee,216,Searching
5924,LocaLlHorsT,211,"Goods / Drugs / Self Defense"
5923,PLUT0S,182,"Die Fragen der Neulinge"
5922,Stunt_Man_Mike,183,Diskussionen
5921,Lampukistan,NULL,NULL
5920,JonnyP,182,"Die Fragen der Neulinge"
5919,James,181,"Zahlungsmethoden und Cashout"
5917,Numb3rs,181,"Zahlungsmethoden und Cashout"
5915,Zauberberg,181,"Zahlungsmethoden und Cashout"
5914,BlackPhone,209,Carding/Instorecarding
5913,boomy,203,"Virtual creditcard (Cvv)"
5912,cheatkiller,216,Searching
5908,MR.RU,172,"Real Carding"
5907,wampir,203,"Virtual creditcard (Cvv)"
5906,afzal12,218,"Hochwertige Accounts"
5905,DjToKa,203,"Virtual creditcard (Cvv)"
5904,Jubeea,208,"Real carding talk"
5903,Rolf666,216,Searching
5902,xxx,209,Carding/Instorecarding
5901,kasimir,NULL,NULL
5900,Psycho2211,181,"Zahlungsmethoden und Cashout"
5899,thesilence,171,"Virtual Carding"
5898,vendetta,216,Searching
5897,lutens,203,"Virtual creditcard (Cvv)"
5896,Wolf.TW,170,"All about Fraud"
5895,sebdon,219,"VPN/ Proxies"
5894,"Slevin Kelevra",211,"Goods / Drugs / Self Defense"
5892,taironbc,216,Searching
5891,majed_19845,204,"English Main"
5889,slash,182,"Die Fragen der Neulinge"
5888,M1ntox,214,"Drops / Packstation"
5887,2Pac,216,Searching
5886,illu444,216,Searching
5885,trfs,203,"Virtual creditcard (Cvv)"
5884,h4ppyh0ur,181,"Zahlungsmethoden und Cashout"
5882,remaino,196,"Nachrichten Germany"
5880,Noryn,313,"Allgemeines Archiv"
5879,SLIM_OVER,183,Diskussionen
5878,next,182,"Die Fragen der Neulinge"
5876,Spitfir3,189,Tutorials
5875,My0wn,314,"Marktplatz Archiv"
5872,Abartig,182,"Die Fragen der Neulinge"
5869,Dingo,183,Diskussionen
5867,hotrain,183,Diskussionen
5866,phama,189,Tutorials
5864,brosis,181,"Zahlungsmethoden und Cashout"
5862,Fuzzle,182,"Die Fragen der Neulinge"
5859,donkrawalo,181,"Zahlungsmethoden und Cashout"
5853,OrganizedCrime,183,Diskussionen
5846,Pilmeni,183,Diskussionen
5843,gtawelt,211,"Goods / Drugs / Self Defense"
5839,C3P0,181,"Zahlungsmethoden und Cashout"
5834,And1player,182,"Die Fragen der Neulinge"
5832,Billy,182,"Die Fragen der Neulinge"
5827,DannyOcean,181,"Zahlungsmethoden und Cashout"
5818,killbill,171,"Virtual Carding"
5816,aboh,174,Paymentsystems
5809,Agali09,189,Tutorials
5806,th3watch4r,183,Diskussionen
5804,iHac0r,209,Carding/Instorecarding
5800,Illo,183,Diskussionen
5794,siN,181,"Zahlungsmethoden und Cashout"
5790,fakerboy,182,"Die Fragen der Neulinge"
16442,azura,NULL,NULL
5784,geili123,183,Diskussionen
5783,Nik21465,212,"Services / Setup"
5779,-sTr1ve,209,Carding/Instorecarding
5778,petry,NULL,NULL
5769,volfymac,171,"Virtual Carding"
5768,Screwaholik,183,Diskussionen
5766,berlin61,183,Diskussionen
5761,mumum123456,170,"All about Fraud"
5750,1nk,NULL,NULL
5749,S3nc,209,Carding/Instorecarding
5743,th3unk0wn,NULL,NULL
5742,Mr.Pink,189,Tutorials
5738,XanT,189,Tutorials
5737,segseg,196,"Nachrichten Germany"
5733,Breity,183,Diskussionen
5729,roccihrs,181,"Zahlungsmethoden und Cashout"
5728,C4D,181,"Zahlungsmethoden und Cashout"
5722,p0rt3m,212,"Services / Setup"
5721,SILEN0S,168,"<FONT COLOR=#FF0000>Forum Rules</FONT>"
5719,HaX-H,NULL,NULL
5717,CurRy,181,"Zahlungsmethoden und Cashout"
5716,Drunkensam,211,"Goods / Drugs / Self Defense"
5713,duti,189,Tutorials
5712,loyloy,183,Diskussionen
5706,GunZ,182,"Die Fragen der Neulinge"
5704,HiddenCell,182,"Die Fragen der Neulinge"
5695,v0id,314,"Marktplatz Archiv"
5694,rechman,278,Ripper-Reports
5692,Ch4oS,183,Diskussionen
5688,Kugelblitz,182,"Die Fragen der Neulinge"
5687,SYCore,314,"Marktplatz Archiv"
5685,gamer,211,"Goods / Drugs / Self Defense"
5684,Hard$tyler,182,"Die Fragen der Neulinge"
5683,m00nchile,182,"Die Fragen der Neulinge"
5676,esbi03,NULL,NULL
5674,flucz,183,Diskussionen
5673,stryper,189,Tutorials
5668,IamCrazy,181,"Zahlungsmethoden und Cashout"
5664,crank63,NULL,NULL
5661,ACAB,181,"Zahlungsmethoden und Cashout"
5659,MajinCloud,181,"Zahlungsmethoden und Cashout"
5657,Vinay,189,Tutorials
5655,upper-freak,196,"Nachrichten Germany"
5649,h4rdc9r,182,"Die Fragen der Neulinge"
5646,Weedzusteller,176,"<font color=#FF8C00>Cashout and Drop Service</font>"
5643,newone,182,"Die Fragen der Neulinge"
5642,up.man,221,"Warez Accounts"
5641,lappedudl,182,"Die Fragen der Neulinge"
5634,lucky-member,208,"Real carding talk"
5629,fRea,216,Searching
5620,Kugelfisch,181,"Zahlungsmethoden und Cashout"
5610,wacked,215,"Tools / Malware"
5609,ABSCHAUM,214,"Drops / Packstation"
5606,hans-wurst95,171,"Virtual Carding"
5605,east0n,211,"Goods / Drugs / Self Defense"
5596,CHUZP3,183,Diskussionen
5592,Deadlineone,183,Diskussionen
5588,Letharg,181,"Zahlungsmethoden und Cashout"
5583,Pate,NULL,NULL
5582,Cursed,182,"Die Fragen der Neulinge"
5578,dextrose,182,"Die Fragen der Neulinge"
5573,kingtph,203,"Virtual creditcard (Cvv)"
5571,malikmalik,224,"Payment Accounts + CC's"
5569,Reloader,181,"Zahlungsmethoden und Cashout"
5566,turboprinz,270,"CC's / Identification / Dumps"
5565,jockacard,NULL,NULL
5557,Rolf32,178,"<font color=#FF8C00>Plastic &amp; Documents</font>"
5552,Coldfear,183,Diskussionen
5550,fiscalconnect,206,"Online banking logins"
5549,bboy,183,Diskussionen
5538,CliC,182,"Die Fragen der Neulinge"
5536,WU_Hacker,174,Paymentsystems
5534,fee,170,"All about Fraud"
5528,lemolar,170,"All about Fraud"
5526,Risko,182,"Die Fragen der Neulinge"
5522,normaliai,171,"Virtual Carding"
5516,Kuschel2007,216,Searching
5507,crazymic1501,173,"Identification &amp; Documents"
5505,devil234,NULL,NULL
5504,daniella,181,"Zahlungsmethoden und Cashout"
5500,cartier2005,174,Paymentsystems
5493,conax,174,Paymentsystems
5492,CHUCKY,188,Vorstellungen
5491,elMariac4i,170,"All about Fraud"
5489,andr3w,204,"English Main"
5481,nijidgreat,203,"Virtual creditcard (Cvv)"
5475,c0ldice,196,"Nachrichten Germany"
5469,SwollenBalls,181,"Zahlungsmethoden und Cashout"
5457,megane,212,"Services / Setup"
5456,Wolverine,181,"Zahlungsmethoden und Cashout"
5454,Sinned,209,Carding/Instorecarding
5453,kirmi,182,"Die Fragen der Neulinge"
5442,3aone,NULL,NULL
5435,ixxten,173,"Identification &amp; Documents"
5433,ketamin500,183,Diskussionen
5431,dark3r.cvv,174,Paymentsystems
5426,FaNTaCoLa,231,Botnet
5424,50Cent,247,"Hardware and Tuning"
5412,Jok3r,NULL,NULL
5411,Risking,173,"Identification &amp; Documents"
5406,resu,183,Diskussionen
5404,Rewind,181,"Zahlungsmethoden und Cashout"
5400,Blackyy,182,"Die Fragen der Neulinge"
5392,P1tfa77,183,Diskussionen
5388,Hexxor,181,"Zahlungsmethoden und Cashout"
5387,N@0,171,"Virtual Carding"
14818,Apex,188,Vorstellungen
5381,DH.Marks,174,Paymentsystems
5375,mastakool,205,"Old dumpbase"
16493,explOiT,188,Vorstellungen
5370,bitw0rm,216,Searching
5368,Z1G3UN3R,182,"Die Fragen der Neulinge"
5366,Esierp,216,Searching
5356,Gizolo,171,"Virtual Carding"
5349,"mr sp0ck",196,"Nachrichten Germany"
16430,ecircuit,188,Vorstellungen
16429,Dynasti,NULL,NULL
5344,Ditoran,214,"Drops / Packstation"
5341,mettwurst,181,"Zahlungsmethoden und Cashout"
5338,KoeNiG,216,Searching
5332,solovn,203,"Virtual creditcard (Cvv)"
5331,mogtarno,182,"Die Fragen der Neulinge"
5330,pakipower007,182,"Die Fragen der Neulinge"
5328,iNf3cT3d,183,Diskussionen
5325,BOBKA,183,Diskussionen
5324,Blackc0d3,181,"Zahlungsmethoden und Cashout"
5318,Smile,173,"Identification &amp; Documents"
5315,Hausmann,181,"Zahlungsmethoden und Cashout"
5304,FreakOut,NULL,NULL
5295,ikarus22,173,"Identification &amp; Documents"
16434,DeluxeBMT,216,Searching
5293,taxi1,203,"Virtual creditcard (Cvv)"
5292,octavian31,181,"Zahlungsmethoden und Cashout"
5291,udam,173,"Identification &amp; Documents"
5290,Plasmasmog,183,Diskussionen
5289,TheViper,216,Searching
5287,assa,170,"All about Fraud"
5272,MoneyJob,217,Droping/Packstation/Pickpoints...
5271,alpha-one,196,"Nachrichten Germany"
5269,xeq,181,"Zahlungsmethoden und Cashout"
5264,WUNDERSOHN,183,Diskussionen
5255,"++The Mentor++",181,"Zahlungsmethoden und Cashout"
5254,Art!C,NULL,NULL
5249,"Stix One",212,"Services / Setup"
5247,eTernitY,181,"Zahlungsmethoden und Cashout"
5245,disse,NULL,NULL
5240,POSEID0N,168,"<FONT COLOR=#FF0000>Forum Rules</FONT>"
